artist,start,stage,url
YG Marley,4:05 PM,Coachella Stage,https://www.youtube.com/watch?v=iYPwEzMm8i4
Carin León,5:25 PM,Coachella Stage,https://www.youtube.com/watch?v=iYPwEzMm8i4
Bebe Rexha,6:50 PM,Coachella Stage,https://www.youtube.com/watch?v=iYPwEzMm8i4
Ludmilla,7:35 PM,Coachella Stage,https://www.youtube.com/watch?v=iYPwEzMm8i4
J Balvin,8:15 PM,Coachella Stage,https://www.youtube.com/watch?v=iYPwEzMm8i4
Doja Cat,10:25 PM,Coachella Stage,https://www.youtube.com/watch?v=iYPwEzMm8i4
Reneé Rapp,5:05 PM,Outdoor Theater,https://www.youtube.com/watch?v=M7zW11KC1Nk
The Rose,6:25 PM,Outdoor Theater,https://www.youtube.com/watch?v=M7zW11KC1Nk
Khruangbin,7:50 PM,Outdoor Theater,https://www.youtube.com/watch?v=M7zW11KC1Nk
Jhené Aiko,9:30 PM,Outdoor Theater,https://www.youtube.com/watch?v=M7zW11KC1Nk
Diplo x Mau P,10:30 PM,Outdoor Theater,https://www.youtube.com/watch?v=M7zW11KC1Nk
SPINALL,4:00 PM,Sahara,https://www.youtube.com/watch?v=keHf1_peYws
Kid Cudi,5:10 PM,Sahara,https://www.youtube.com/watch?v=keHf1_peYws
Tita Lau,5:55 PM,Sahara,https://www.youtube.com/watch?v=keHf1_peYws
NAV,6:20 PM,Sahara,https://www.youtube.com/watch?v=keHf1_peYws
Anyma,7:45 PM,Sahara,https://www.youtube.com/watch?v=keHf1_peYws
DJ Snake,9:15 PM,Sahara,https://www.youtube.com/watch?v=keHf1_peYws
John Summit,10:55 PM,Sahara,https://www.youtube.com/watch?v=keHf1_peYws
Taking Back Sunday,4:20 PM,Mojave,https://www.youtube.com/watch?v=qwkyHiPoYY4
Skream,5:30 PM,Mojave,https://www.youtube.com/watch?v=qwkyHiPoYY4
FLO,6:30 PM,Mojave,https://www.youtube.com/watch?v=qwkyHiPoYY4
Victoria Monét,6:55 PM,Mojave,https://www.youtube.com/watch?v=qwkyHiPoYY4
Tems,8:10 PM,Mojave,https://www.youtube.com/watch?v=qwkyHiPoYY4
Lil Yachty,9:20 PM,Mojave,https://www.youtube.com/watch?v=qwkyHiPoYY4
BICEP,10:40 PM,Mojave,https://www.youtube.com/watch?v=qwkyHiPoYY4
Mdou Moctar,4:00 PM,Gobi,https://www.youtube.com/watch?v=GSRtPr96hss
Jockstrap,4:40 PM,Gobi,https://www.youtube.com/watch?v=GSRtPr96hss
Olivia Dean,5:50 PM,Gobi,https://www.youtube.com/watch?v=GSRtPr96hss
Two Shell,7:00 PM,Gobi,https://www.youtube.com/watch?v=GSRtPr96hss
Barry Can't Swim,8:20 PM,Gobi,https://www.youtube.com/watch?v=GSRtPr96hss
Atarashii Gakko!,9:40 PM,Gobi,https://www.youtube.com/watch?v=GSRtPr96hss
Flight Facilities,4:00 PM,Yuma,https://www.youtube.com/watch?v=CN_4koTned0
Eli & Fur,4:30 PM,Yuma,https://www.youtube.com/watch?v=CN_4koTned0
Adam Ten x Mita Gami,6:00 PM,Yuma,https://www.youtube.com/watch?v=CN_4koTned0
Carlita,7:30 PM,Yuma,https://www.youtube.com/watch?v=CN_4koTned0
Folamour,9:00 PM,Yuma,https://www.youtube.com/watch?v=CN_4koTned0
ARTBAT,10:30 PM,Yuma,https://www.youtube.com/watch?v=CN_4koTned0
